/work/b07502072/corpus/u-s2s/audio/cv4/fr/sr_16k
common_voice_fr_19569338.wav	81025
common_voice_fr_19005702.wav	67200
common_voice_fr_18004669.wav	39937
common_voice_fr_19855343.wav	97153
common_voice_fr_19266472.wav	62593
common_voice_fr_19887508.wav	48385
common_voice_fr_19945805.wav	64897
common_voice_fr_19754825.wav	79489
common_voice_fr_19135113.wav	62977
common_voice_fr_19188795.wav	48769
common_voice_fr_18059172.wav	106753
common_voice_fr_19762482.wav	85633
common_voice_fr_17798302.wav	56065
common_voice_fr_19631940.wav	94080
common_voice_fr_19845141.wav	61440
common_voice_fr_19148462.wav	69889
common_voice_fr_18756974.wav	46465
common_voice_fr_19505897.wav	126337
common_voice_fr_18992996.wav	79105
common_voice_fr_18798095.wav	108673
common_voice_fr_19713059.wav	55680
common_voice_fr_19808073.wav	87553
common_voice_fr_17786168.wav	72193
common_voice_fr_19745659.wav	99073
common_voice_fr_19752810.wav	97153
common_voice_fr_18886133.wav	61057
common_voice_fr_17367317.wav	42240
common_voice_fr_19844824.wav	97537
common_voice_fr_19588867.wav	77569
common_voice_fr_19191113.wav	93313
common_voice_fr_19740070.wav	80257
common_voice_fr_17350268.wav	44929
common_voice_fr_18853750.wav	75649
common_voice_fr_19774497.wav	91393
common_voice_fr_18131109.wav	65665
common_voice_fr_20040581.wav	66433
common_voice_fr_19558366.wav	81793
common_voice_fr_19997463.wav	76417
common_voice_fr_19643907.wav	94080
common_voice_fr_18823329.wav	79105
common_voice_fr_18350611.wav	42625
common_voice_fr_18966769.wav	118657
common_voice_fr_19625070.wav	62209
common_voice_fr_18037108.wav	52225
common_voice_fr_18937072.wav	49920
common_voice_fr_19255710.wav	71809
common_voice_fr_17746173.wav	52609
common_voice_fr_19756369.wav	63745
common_voice_fr_17354101.wav	26880
common_voice_fr_19545492.wav	49920
common_voice_fr_19787876.wav	88705
common_voice_fr_19256401.wav	94849
common_voice_fr_17445702.wav	61057
common_voice_fr_19760301.wav	91393
common_voice_fr_19461043.wav	83713
common_voice_fr_19446874.wav	86017
common_voice_fr_19519551.wav	73345
common_voice_fr_19992704.wav	64897
common_voice_fr_17798517.wav	59905
common_voice_fr_19774499.wav	103297
common_voice_fr_20000477.wav	72193
common_voice_fr_19348671.wav	96385
