/work/b07502072/corpus/u-s2s/audio/cv4/sr_16k
common_voice_de_19450168.wav	50240
common_voice_de_19587538.wav	76320
common_voice_de_19759807.wav	40480
common_voice_de_20010047.wav	51200
common_voice_de_19804294.wav	80160
common_voice_de_19161245.wav	96000
common_voice_de_19146799.wav	62880
common_voice_de_19263003.wav	40480
common_voice_de_20014733.wav	59680
common_voice_de_19742812.wav	67840
common_voice_de_19615815.wav	68320
common_voice_de_19027662.wav	62720
common_voice_de_19774120.wav	107840
common_voice_de_19550140.wav	87840
common_voice_de_19136515.wav	70080
common_voice_de_19146916.wav	36480
common_voice_de_19344811.wav	94400
common_voice_de_18737732.wav	38080
common_voice_de_18492937.wav	48480
common_voice_de_18892197.wav	54240
common_voice_de_19160787.wav	51040
common_voice_de_19804225.wav	70720
common_voice_de_19733632.wav	58560
common_voice_de_17328406.wav	49760
common_voice_de_19742879.wav	71200
common_voice_de_19478723.wav	40000
common_voice_de_19278807.wav	47840
common_voice_de_19134515.wav	37280
common_voice_de_19951196.wav	56160
common_voice_de_19566690.wav	68480
common_voice_de_18430071.wav	31520
common_voice_de_19161107.wav	98560
common_voice_de_19615900.wav	33920
common_voice_de_18532598.wav	38880
common_voice_de_19593681.wav	43200
common_voice_de_19136577.wav	67040
common_voice_de_18675357.wav	54560
common_voice_de_17367122.wav	36800
common_voice_de_18590255.wav	58720
common_voice_de_19954468.wav	36640
common_voice_de_19565693.wav	53440
common_voice_de_19303101.wav	76640
common_voice_de_19781654.wav	40640
common_voice_de_19160474.wav	59840
common_voice_de_19517145.wav	104960
common_voice_de_19814081.wav	49760
common_voice_de_19066843.wav	35040
common_voice_de_18785409.wav	20640
common_voice_de_19016262.wav	51200
common_voice_de_18902586.wav	33120
common_voice_de_19168205.wav	43200
common_voice_de_19380499.wav	63840
common_voice_de_19177248.wav	59840
common_voice_de_19339284.wav	41760
common_voice_de_18751612.wav	45120
common_voice_de_19120354.wav	59520
common_voice_de_19137430.wav	68160
common_voice_de_18609647.wav	32640
common_voice_de_18902637.wav	34720
common_voice_de_19253741.wav	33440
common_voice_de_18221542.wav	49280
common_voice_de_19155611.wav	52640
common_voice_de_19051508.wav	34560
common_voice_de_19549063.wav	47680
common_voice_de_19122803.wav	73600
common_voice_de_19325132.wav	72960
common_voice_de_19548780.wav	54560
common_voice_de_19522183.wav	48800
common_voice_de_19012285.wav	24960
common_voice_de_19168175.wav	63200
common_voice_de_18351297.wav	34400
common_voice_de_19969479.wav	89120
common_voice_de_19136149.wav	54240
common_voice_de_19076615.wav	28000
common_voice_de_17635451.wav	49120
common_voice_de_19067530.wav	32800
common_voice_de_19222490.wav	67200
common_voice_de_19135936.wav	42720
common_voice_de_18964677.wav	52160
common_voice_de_19388985.wav	68160
common_voice_de_19258013.wav	42880
common_voice_de_18977699.wav	22240
common_voice_de_19734375.wav	75360
common_voice_de_19659974.wav	35680
common_voice_de_19098452.wav	26720
common_voice_de_18895276.wav	38880
common_voice_de_19098363.wav	41280
common_voice_de_19847448.wav	93760
common_voice_de_19172916.wav	66080
common_voice_de_19945847.wav	80480
common_voice_de_19177879.wav	84000
common_voice_de_18556376.wav	62400
common_voice_de_18451810.wav	43680
common_voice_de_19123932.wav	104160
common_voice_de_18400573.wav	36160
common_voice_de_19774793.wav	76960
common_voice_de_18769434.wav	70720
common_voice_de_19605531.wav	66880
common_voice_de_19574134.wav	95040
common_voice_de_19263833.wav	61280
common_voice_de_19331428.wav	58560
common_voice_de_19962347.wav	53600
common_voice_de_19693487.wav	65280
common_voice_de_19383330.wav	52000
common_voice_de_19996071.wav	20960
common_voice_de_18739048.wav	33760
common_voice_de_19253555.wav	49600
common_voice_de_19955598.wav	118240
common_voice_de_18532379.wav	70560
common_voice_de_19672989.wav	60800
common_voice_de_19730958.wav	97600
common_voice_de_19373296.wav	56800
common_voice_de_19854509.wav	98080
common_voice_de_19154156.wav	84800
common_voice_de_19847391.wav	56800
common_voice_de_19995259.wav	35840
common_voice_de_19160730.wav	59360
common_voice_de_19155710.wav	33760
common_voice_de_19144937.wav	73280
common_voice_de_19527110.wav	32160
common_voice_de_19951264.wav	42240
common_voice_de_19136479.wav	68640
common_voice_de_19946707.wav	39200
common_voice_de_18509126.wav	25760
common_voice_de_19915454.wav	44320
common_voice_de_19472371.wav	47680
common_voice_de_19838953.wav	44480
common_voice_de_19166696.wav	77760
common_voice_de_19728625.wav	57600
common_voice_de_19656021.wav	66880
common_voice_de_19396980.wav	51200
common_voice_de_19001705.wav	47200
common_voice_de_19572389.wav	64960
common_voice_de_19141281.wav	54240
common_voice_de_17366167.wav	72320
